37;Academic Press
38;Coriolis
39;Franklin, Beedle & Associates
40;IDG Books
41;Integrated Media Group
42;McGraw-Hill
43;Microsoft Press
44;Netscape Press
45;New Riders
46;O''Reilly
47;Osborne/McGraw-Hill
48;Peachpit Press
49;Prentice Hall
50;Que
51;Sams.net
52;Waite
53;Wiley
54;Ziff-Davis
